Ex_row,Sample#,Reference,Volcanic Zone,Volcanic Zone specific,Volcanic System,Volcanic Sys,Location/Volcano/phase,Eruption,Systems,Comparison,Age yrs BP (Ref 1950),age error,Eruption type,Latitiude,Longitude,Type,Type Simplified,TS,Composition,SiO2,TiO2,Al2O3,Cr2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,SrO,BaO,H2O,sum,Pressure_min,Probability
ExRow_3056,20B-09,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,50.011,1.643,14.004,0,12.164,0,0.201,7.162,12.041,2.287,0.273,0.163,0,0,0,99.949,1.840072399,0.928442503
ExRow_3057,20B-09,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.905,1.684,13.858,0,12.139,0,0.193,7.014,11.687,2.25,0.283,0.178,0,0,0,99.19,1.843476818,0.894243676
ExRow_3058,20B-09,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.172,1.682,14.372,0,11.882,0,0.188,7.289,11.828,2.309,0.225,0.161,0,0,0,99.109,3.313097126,0.833690335
ExRow_3059,20B-09,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.64,1.638,13.752,0,11.657,0,0.207,7.13,11.803,2.294,0.29,0.15,0,0,0,98.561,1.572549876,0.982288709
ExRow_3061,20B-09,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.487,1.566,13.978,0,11.762,0,0.198,7.055,11.984,2.24,0.277,0.159,0,0,0,98.706,1.668796398,0.800992143
ExRow_3062,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.473,1.565,13.343,0,12.178,0,0.188,6.992,11.795,2.214,0.323,0.165,0,0,0,98.237,1.097906052,0.984994676
ExRow_3063,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.762,1.692,13.655,0,12.281,0,0.214,6.876,11.607,2.408,0.344,0.16,0,0,0,98.999,1.436074263,0.991215969
ExRow_3064,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.611,1.667,13.707,0,12.041,0,0.209,6.822,11.73,2.448,0.325,0.179,0,0,0,98.739,1.126669414,0.942988619
ExRow_3065,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.752,1.652,13.898,0,11.788,0,0.228,7.156,11.883,2.317,0.231,0.173,0,0,0,99.078,1.81290113,0.929304475
ExRow_3067,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,50.105,1.6,13.881,0,12.1,0,0.225,7.119,11.752,2.326,0.271,0.186,0,0,0,99.565,1.915585867,0.97211528
ExRow_3068,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.717,1.636,13.915,0,11.465,0,0.199,7.109,12.119,2.287,0.328,0.174,0,0,0,98.948,1.100660184,0.904114221
ExRow_3070,20B4,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.01773,-16.78485,Tephra ,glass ,1,0,49.278,1.649,13.698,0,11.909,0,0.214,7.048,11.766,2.26,0.281,0.168,0,0,0,98.27,1.748537111,0.965492423
ExRow_3072,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,50.699,1.63,14.064,0,11.845,0,0.191,7.366,11.868,2.342,0.246,0.174,0,0,0,100.427,2.067803788,0.991475917
ExRow_3073,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.973,1.629,13.954,0,12.041,0,0.204,7.198,11.711,2.231,0.276,0.16,0,0,0,99.376,2.295632684,0.958863686
ExRow_3075,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.994,1.651,13.663,0,12.253,0,0.219,7.069,11.916,2.182,0.258,0.135,0,0,0,99.34,1.401810534,0.953959333
ExRow_3076,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,48.594,1.626,14.173,0,11.91,0,0.216,7.226,12.059,2.35,0.309,0.154,0,0,0,98.617,2.85781865,0.963114661
ExRow_3077,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.255,1.678,14.174,0,12.205,0,0.227,7.111,11.836,2.422,0.27,0.148,0,0,0,99.328,2.725567065,0.917373566
ExRow_3078,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.261,1.656,13.812,0,11.978,0,0.2,7.075,11.827,2.272,0.252,0.148,0,0,0,98.481,1.957436409,0.931027123
ExRow_3079,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.999,1.695,13.627,0,11.907,0,0.213,7.164,11.749,2.421,0.262,0.146,0,0,0,99.184,1.484625721,0.978732239
ExRow_3080,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.61,1.673,13.682,0,12.052,0,0.208,7.115,11.819,2.416,0.232,0.152,0,0,0,98.959,1.693882929,0.997134285
ExRow_3081,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.848,1.659,13.823,0,12.042,0,0.24,7.34,11.878,2.47,0.292,0.132,0,0,0,99.724,2.146676932,0.904031519
ExRow_3082,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.24,1.657,13.858,0,11.991,0,0.217,7.093,12.036,2.333,0.297,0.151,0,0,0,98.873,1.745842846,0.967155655
ExRow_3083,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.719,1.612,14.092,0,11.779,0,0.22,7.211,11.653,2.285,0.258,0.154,0,0,0,98.984,2.591788681,0.914868554
ExRow_3084,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.893,1.723,14.003,0,11.98,0,0.235,7.275,11.868,2.295,0.299,0.156,0,0,0,99.727,2.26232755,0.989822108
ExRow_3085,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.555,1.638,13.688,0,11.593,0,0.214,7.192,11.864,2.272,0.284,0.148,0,0,0,98.446,1.532407213,0.996091228
ExRow_3086,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,47.377,1.64,13.821,0,11.91,0,0.204,6.897,11.741,2.236,0.314,0.153,0,0,0,96.293,2.731902203,0.862285569
ExRow_3087,21B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.652,1.706,13.973,0,12.397,0,0.219,7.136,11.525,2.365,0.313,0.16,0,0,0,99.447,2.812877178,0.995380828
ExRow_3088,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,50.234,1.568,13.925,0,12.278,0,0.202,7.187,11.808,2.429,0.28,0.163,0,0,0,100.074,2.062587692,0.996118109
ExRow_3089,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.496,1.625,13.768,0,12.292,0,0.217,6.981,11.096,2.376,0.352,0.189,0,0,0,98.391,2.813654102,0.994175656
ExRow_3090,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,48.84,1.727,14.18,0,12.72,0,0.22,6.987,11.313,2.331,0.326,0.156,0,0,0,98.801,3.810256533,0.914253716
ExRow_3091,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.488,1.599,14.012,0,11.815,0,0.208,7.18,11.655,2.38,0.294,0.164,0,0,0,98.796,2.498741767,0.98393894
ExRow_3092,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.815,1.62,13.591,0,12.171,0,0.2,7.042,11.708,2.24,0.304,0.173,0,0,0,98.863,1.545333152,0.995653573
ExRow_3093,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.499,1.641,13.808,0,12.167,0,0.204,6.737,11.179,2.446,0.365,0.178,0,0,0,98.223,2.056912477,0.929610465
ExRow_3094,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.265,1.597,13.694,0,11.837,0,0.211,6.99,12.017,2.393,0.322,0.159,0,0,0,98.485,1.137965781,0.985935371
ExRow_3095,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.478,1.531,13.531,0,11.955,0,0.213,7.291,12.095,2.256,0.245,0.165,0,0,0,98.762,1.509275014,0.961429344
ExRow_3096,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.652,1.678,13.764,0,11.879,0,0.228,7.123,11.755,2.346,0.276,0.15,0,0,0,98.85,1.78953677,0.991945487
ExRow_3097,21B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04105,-16.71458,Tephra ,glass ,1,0,49.198,1.63,14.002,0,11.72,0,0.214,7.21,11.81,2.32,0.306,0.171,0,0,0,98.583,2.418974189,0.977811728
ExRow_3098,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.989,1.603,13.794,0,12.423,0,0.21,7.08,11.729,2.326,0.358,0.164,0,0,0,99.675,1.940349674,0.99400997
ExRow_3099,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,50.048,1.566,13.603,0,11.697,0,0.224,7.268,11.676,2.307,0.28,0.167,0,0,0,98.835,1.687003058,0.957997826
ExRow_3100,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.324,1.621,14.188,0,12.465,0,0.214,7.316,11.937,2.44,0.318,0.163,0,0,0,99.986,3.204227681,0.984518069
ExRow_3101,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,50.188,1.674,14.001,0,11.788,0,0.207,7.146,11.904,2.348,0.244,0.148,0,0,0,99.649,1.643894837,0.895916254
ExRow_3103,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.298,1.623,13.804,0,12.079,0,0.216,7.191,12.006,2.151,0.305,0.171,0,0,0,98.843,2.009441494,0.978587628
ExRow_3104,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,50.067,1.756,13.501,0,12.315,0,0.214,6.594,11.352,2.569,0.295,0.175,0,0,0,98.838,0.78871783,0.945890821
ExRow_3105,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.951,1.604,13.897,0,12.219,0,0.213,7.218,12.038,2.233,0.286,0.161,0,0,0,99.82,1.898286465,0.982731104
ExRow_3107,23B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,50,1.603,13.938,0,11.628,0,0.208,7.341,11.352,2.342,0.26,0.166,0,0,0,98.838,2.829592913,0.992687976
ExRow_3108,23B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.45,1.576,14.127,0,12.203,0,0.206,7.27,11.694,2.322,0.3,0.18,0,0,0,99.328,3.139989327,0.993305468
ExRow_3109,23B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.366,1.621,13.839,0,12.262,0,0.223,7.147,11.705,2.361,0.308,0.152,0,0,0,98.983,2.454233803,0.994301691
ExRow_3110,23B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.601,1.751,13.684,0,12.13,0,0.2,6.873,11.408,2.333,0.291,0.166,0,0,0,98.439,1.790684371,0.933670681
ExRow_3111,23B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,50.467,1.654,14.152,0,11.827,0,0.215,7.122,11.671,2.558,0.302,0.17,0,0,0,100.138,1.970885382,0.971679431
ExRow_3113,23B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.133,1.602,13.835,0,11.793,0,0.201,7.087,11.692,2.331,0.283,0.161,0,0,0,98.117,2.150825268,0.971022647
ExRow_3116,23B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,50.385,1.708,13.955,0,12.554,0,0.221,6.901,11.784,2.413,0.33,0.154,0,0,0,100.405,1.543110197,0.912722323
ExRow_3117,23B-04,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.301,1.665,13.993,0,11.937,0,0.207,7.158,12.045,2.158,0.316,0.153,0,0,0,98.933,2.039521223,0.885663419
ExRow_3118,23B-04,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.725,1.607,13.626,0,12.147,0,0.205,7.127,11.9,2.297,0.329,0.156,0,0,0,99.118,1.496711621,0.984385046
ExRow_3119,23B-04,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.548,1.55,14.067,0,11.901,0,0.212,7.117,11.953,2.314,0.305,0.168,0,0,0,99.134,2.042385418,0.90491947
ExRow_3120,23B-04,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.03967,-16.71201,Tephra ,glass ,1,0,49.671,1.67,13.456,0,11.899,0,0.208,7.147,11.871,2.338,0.288,0.164,0,0,0,98.71,1.172449873,0.95665164
ExRow_3122,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.527,1.696,13.843,0,11.957,0,0.198,7.142,11.749,2.295,0.361,0.137,0,0,0,98.904,2.020225971,0.993833316
ExRow_3124,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.347,1.648,13.92,0,12.256,0,0.218,7.114,12.002,2.313,0.236,0.155,0,0,0,99.209,2.118508148,0.934567528
ExRow_3125,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.092,1.631,13.792,0,12.158,0,0.231,7.338,11.818,2.362,0.286,0.173,0,0,0,98.88,2.743788663,0.920735164
ExRow_3126,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.166,1.572,13.831,0,12.001,0,0.224,6.934,11.678,2.272,0.267,0.156,0,0,0,98.1,1.979805659,0.84171239
ExRow_3127,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.493,1.671,13.834,0,12.458,0,0.22,6.781,11.72,2.441,0.297,0.158,0,0,0,99.073,1.615112085,0.870675229
ExRow_3128,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.005,1.642,13.907,0,11.987,0,0.219,7.009,11.746,2.339,0.2,0.158,0,0,0,98.213,2.258056021,0.834926716
ExRow_3129,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.229,1.553,14.317,0,12.058,0,0.223,7.209,11.738,2.247,0.281,0.165,0,0,0,99.019,3.297015646,0.842606774
ExRow_3130,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,48.909,1.645,14.195,0,12.155,0,0.218,7.094,11.816,2.319,0.251,0.155,0,0,0,98.757,2.953813751,0.819108792
ExRow_3131,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.573,1.68,14.017,0,12.05,0,0.216,7.107,11.71,2.266,0.245,0.151,0,0,0,99.015,2.410094061,0.862670847
ExRow_3132,24B-01,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.295,1.521,14.172,0,12.111,0,0.227,7.18,12.047,2.442,0.257,0.155,0,0,0,99.407,2.530829118,0.95191441
ExRow_3133,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.379,1.743,13.903,0,12.127,0,0.192,6.958,11.731,2.226,0.298,0.145,0,0,0,98.7,1.958903381,0.816326849
ExRow_3134,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.605,1.597,14.129,0,11.825,0,0.208,7.163,11.317,2.305,0.285,0.157,0,0,0,98.589,3.122536905,0.928849037
ExRow_3135,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.853,1.614,13.981,0,12.141,0,0.195,7.212,11.61,2.246,0.279,0.159,0,0,0,99.29,2.648620034,0.97618284
ExRow_3136,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.87,1.664,13.649,0,12.675,0,0.211,7.184,11.705,2.303,0.252,0.153,0,0,0,99.666,2.275997297,0.969221637
ExRow_3137,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.518,1.636,13.73,0,12.094,0,0.206,7.214,11.759,2.237,0.276,0.162,0,0,0,98.832,2.190219248,0.996555684
ExRow_3138,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.831,1.649,13.616,0,12.466,0,0.212,7.095,11.601,2.393,0.266,0.15,0,0,0,99.279,2.032035284,0.970485432
ExRow_3139,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.908,1.622,14.014,0,11.993,0,0.197,7.19,11.946,2.178,0.265,0.157,0,0,0,99.47,2.034687248,0.875521451
ExRow_3140,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,48.906,1.653,13.648,0,12.219,0,0.202,7.216,11.699,2.265,0.273,0.159,0,0,0,98.239,2.574872024,0.971315892
ExRow_3142,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.612,1.674,13.909,0,12.268,0,0.197,7.215,11.629,2.366,0.271,0.145,0,0,0,99.285,2.689049257,0.993701726
ExRow_3143,24B-02,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,50.448,1.707,13.644,0,11.825,0,0.204,6.904,11.705,2.297,0.254,0.155,0,0,0,99.143,0.760754314,0.866748522
ExRow_3144,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.873,1.568,13.755,0,12.062,0,0.205,6.948,11.647,2.17,0.294,0.151,0,0,0,98.672,1.613759747,0.860531611
ExRow_3145,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,50.082,1.693,13.316,0,12.188,0,0.19,7.075,11.427,2.351,0.254,0.154,0,0,0,98.73,1.465116447,0.912001517
ExRow_3146,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.744,1.619,13.763,0,12.238,0,0.194,7.096,11.758,2.263,0.256,0.141,0,0,0,99.072,1.957187756,0.975220106
ExRow_3147,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,50.035,1.671,13.564,0,12.515,0,0.192,6.919,11.443,2.366,0.298,0.17,0,0,0,99.173,1.704394057,0.995648428
ExRow_3148,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,50.077,1.662,13.643,0,12.031,0,0.184,6.944,11.52,2.265,0.288,0.152,0,0,0,98.768,1.447304065,0.95014847
ExRow_3149,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.734,1.696,13.745,0,11.949,0,0.21,7.071,11.878,2.214,0.27,0.163,0,0,0,98.93,1.488666187,0.924547288
ExRow_3150,24B-03,Hartley and Thordarson 2013,NVZ,SNVZ,Askja,Askja,Askja NE Tuff cone,0,Askja,Askja,>2900,0,0,65.04141,-16.71082,Tephra ,glass ,1,0,49.384,1.533,13.656,0,12.175,0,0.192,7.214,11.901,2.325,0.257,0.159,0,0,0,98.797,2.000966662,0.974990129
