Ex_row,Sample#,Reference,Volcanic Zone,Volcanic Zone specific,Volcanic System,Volcanic Sys,Location/Volcano/phase,Eruption,Systems,Comparison,Age yrs BP (Ref 1950),age error,Eruption type,Latitiude,Longitude,Type,Type Simplified,TS,Composition,SiO2,TiO2,Al2O3,Cr2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,SrO,BaO,H2O,sum,Pressure_min,Probability
ExRow_13,DICE5,Burnard2005,WVZ,WVZ,Hromundartindur,Hromundartindur,SW_of_Maelifell,Maelifell,Maelifell-Midfell,Maelifell-Midfell,0,0,0,64.09638889,-21.20194444,Glass,glass,1,Pillow rim,48.381,1.031,15.216,0,9.33,0,0.165,9.175,14.794,1.876,0.031,0,0,0,0,100,3.808926209,0.989194265
ExRow_15,DICE8,Burnard2005,WVZ,WVZ,Hengill,Hengill,Olfusvatnsfjoll,Olfusvatnsfjoll,Hengill,Hengill,0,0,0,64.13027778,-21.13111111,Glass,glass,1,Pillow rim,49.394,1.367,14.296,0,11.313,0,0.186,7.645,13.333,2.321,0.145,0,0,0,0,100,1.390494917,0.939862085
ExRow_17,DICE43,Burnard2005,WVZ,WVZ,Hengill,Hengill,Hromundartindar,Hromundartindar,Hengill,Hengill,0,0,0,64.08416667,-21.18916667,Glass,glass,1,Pillow rim,48.56,2.464,14.721,0,12.538,0,0.25,6.893,11.436,2.755,0.385,0,0,0,0,100,4.007887232,0.806474362
ExRow_19,Krysuvik,Condomines1983,RVB,REP,Krysuvik,Krysuvik,Krysuvik,0,Krysuvik,Krysuvik,0,0,0,63.9,-22.08,Glass,glass,1,0,49.314,1.543,14.825,0,10.488,0,0.182,8.441,12.707,2.037,0.252,0.212,0,0,0,100,4.362080599,0.967255775
ExRow_20,HEN_1,Condomines1983,WVZ,WVZ,Hengill,Hengill,Hengill,0,Hengill,Hengill,0,0,0,64.17,-21.4,Glass,glass,1,0,48.834,0.951,15.011,0,9.156,0,0.15,9.006,15.211,1.621,0.01,0.05,0,0,0,100,2.145840569,0.90645088
ExRow_21,TRO103,Condomines1983,WVZ,WVZ,Prestahnjukur,Prestahnjukur,Thorisjokull,0,Prestahnjukur,Prestahnjukur,0,0,0,64.61,-20.89,Glass,glass,1,0,49.072,1.047,14.562,0,10.074,0,0.199,8.548,14.462,1.935,0.02,0.08,0,0,0,100,1.832314166,0.991530843
ExRow_22,TOR108,Condomines1983,WVZ,WVZ,Prestahnjukur,Prestahnjukur,Thorisjokull,0,Prestahnjukur,Prestahnjukur,0,0,0,64.61,-20.89,Glass,glass,1,0,48.537,1.058,14.433,0,9.984,0,0.178,8.452,15.322,1.947,0.02,0.069,0,0,0,100,0.508449724,0.969795511
ExRow_25,NAL33,Condomines1983,NVZ,NNVZ,Fremrinamar,Fremrinamar,Hvammsfjoll,0,Fremrinamar,Fremrinamar,0,0,0,65.2,-16.41,Glass,glass,1,0,48.831,0.597,15.912,0,8.841,0,0.209,9.677,14.222,1.661,0.01,0.04,0,0,0,100,6.365784359,0.999927634
ExRow_42,RE16,Hardarson1997,RVB,REP,Reykjanes,Svartsengi-Reykjanes,0,0,Reykjanes,Reykjanes,0,0,0,63.88,-22.54,Lava,whole-rock,2,0,49.49,2.29,13.56,0,14.39,0,0.24,6.36,10.75,2.47,0.24,0.21,0,0,0,100,2.91079938,0.842079708
ExRow_48,D6D,Hemond1993,RVB,REP,Reykjanes,Svartsengi-Reykjanes,Reykjanes,Sandfellshaed,Reykjanes,Reykjanes,0,0,0,63.88,-22.54,Lava,whole-rock,2,0,48.05,1.07,16.12,0,10.72,0,0.17,8.88,12.71,1.83,0.17,0.29,0,0,0,100.01,8.83099628,0.943109591
ExRow_49,SAL_306,Macpherson2005,NVZ,SNVZ,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,0,Bardarbunga,Bardarbunga,Bardarbunga,0,0,0,64.7,-17.58,Glass,glass,1,0,49.665,1.321,14.346,0,10.692,0,0.17,7.789,13.515,2.172,0.16,0.17,0,0,0,100,0.984167071,0.883010683
ExRow_104,VH56,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Laugara_River,Snaefell,Snaefell,0,0,0,64.87,-15.48,Lava,whole-rock,2,0,46.91,4.43,13.54,0,16.04,0,0.25,5.4,9.29,2.91,0.72,0.51,0,0,0,100,4.892151768,0.936373035
ExRow_134,VH90,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Litla-Snaefell,Snaefell,Snaefell,0,0,0,64.72,-15.67,Dyke,whole-rock,2,0,49.31,2.26,15.59,0,11.16,0,0.22,6.78,9.88,3.14,0.93,0.72,0,0,0,99.99,5.728467064,0.957194376
ExRow_157,VH119,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,W_of_Thordafell,Snaefell,Snaefell,0,0,0,64.72,-15.67,Lava,whole-rock,2,0,47.62,2.16,16.06,0,11.63,0,0.18,7.97,10.89,2.65,0.59,0.24,0,0,0,99.99,9.574170173,0.930046381
ExRow_158,VH120,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,W_of_Thordafell,Snaefell,Snaefell,0,0,0,64.72,-15.67,Lava,whole-rock,2,0,47.4,2.27,15.9,0,11.9,0,0.19,7.98,10.9,2.64,0.6,0.23,0,0,0,100.01,9.687516311,0.822296217
ExRow_162,VH124,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Geldaerhnjukur,Snaefell,Snaefell,0,0,0,64.97,-15.55,Lava,whole-rock,2,0,49.36,2.48,13.39,0,14.3,0,0.23,6.32,10.93,2.52,0.24,0.23,0,0,0,100,2.233891878,0.883983355
ExRow_169,VH131,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Thjofahnjukur,Snaefell,Snaefell,0,0,0,64.74,-15.59,Lava,whole-rock,2,0,48.63,2.2,15.96,0,10.59,0,0.18,7.94,10.88,2.65,0.66,0.31,0,0,0,100,7.727770995,0.981309004
ExRow_189,VH153,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Thraelahals,Snaefell,Snaefell,0,0,0,64.94,-15.42,Dyke,whole-rock,2,0,47.46,2.19,15.58,0,10.98,0,0.18,7.85,12.58,2.4,0.47,0.3,0,0,0,99.99,5.91168528,0.927765394
ExRow_273,VH246,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Snaefellshals,Snaefell,Snaefell,0,0,0,64.74,-15.59,Dyke,whole-rock,2,0,47.51,2.28,16.59,0,11.18,0,0.17,7.98,10.93,2.46,0.59,0.31,0,0,0,100,10.16030464,0.865654515
ExRow_287,VH260,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Nr_Hafursfell,Snaefell,Snaefell,0,0,0,64.86,-15.51,Lava,whole-rock,2,0,49.46,2.43,13.77,0,12.45,0,0.21,6.84,11.91,2.43,0.27,0.22,0,0,0,99.99,1.207758912,0.826851311
ExRow_297,VH270,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Grjotahnjukur,Snaefell,Snaefell,0,0,0,64.76,-15.34,Dyke,whole-rock,2,0,49.59,3.2,13.18,0,14.51,0,0.22,5.69,10.01,2.79,0.45,0.35,0,0,0,99.99,1.449138944,0.816875274
ExRow_299,VH272,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Grjotahnjukur,Snaefell,Snaefell,0,0,0,64.76,-15.34,Lava,whole-rock,2,0,49.32,2.76,13.31,0,14.12,0,0.22,6.22,10.78,2.57,0.4,0.27,0,0,0,99.97,1.821551343,0.962232302
ExRow_300,VH273,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Grjotahnjukur,Snaefell,Snaefell,0,0,0,64.76,-15.34,Lava,whole-rock,2,0,48.92,2.32,13.62,0,13.78,0,0.22,6.85,11.43,2.39,0.26,0.2,0,0,0,99.99,3.043612135,0.991561982
ExRow_301,VH274,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Grjotahnjukur,Snaefell,Snaefell,0,0,0,64.76,-15.34,Lava,whole-rock,2,0,49.07,3.32,12.67,0,15.99,0,0.24,5.37,9.87,2.73,0.39,0.34,0,0,0,99.99,1.499354125,0.887485314
ExRow_302,VH275,Hards2000,OVZ,OVZ,Snaefell,Snaefell,0,Grjotahnjukur,Snaefell,Snaefell,0,0,0,64.76,-15.34,Lava,whole-rock,2,0,49.12,2.43,13.49,0,14.36,0,0.23,6.49,10.92,2.43,0.29,0.23,0,0,0,99.99,2.998756925,0.969447685
ExRow_321,OR166,Prestvik2001,OVZ,OVZ,Oraefajokull,Oraefajokull,0,0,Oraefajokull,Oraefajokull,0,0,0,64,-16.75,Lava,whole-rock,2,0,49.15,2.23,14.54,0,11.75,0,0.19,7.43,11.84,2.37,0.26,0.26,0,0,0,100.02,3.662734718,0.880443187
ExRow_324,OR228,Prestvik2001,OVZ,OVZ,Oraefajokull,Oraefajokull,0,0,Oraefajokull,Oraefajokull,0,0,0,64,-16.75,Lava,whole-rock,2,0,50.88,3.18,13.16,0,14.32,0,0.22,5.41,8.86,2.9,0.67,0.39,0,0,0,99.99,1.704119669,0.952444521
ExRow_325,OR275,Prestvik2001,OVZ,OVZ,Oraefajokull,Oraefajokull,0,0,Oraefajokull,Oraefajokull,0,0,0,64,-16.75,Lava,whole-rock,2,0,48.16,1.89,16.13,0,11.59,0,0.19,8.93,10.46,2.21,0.21,0.23,0,0,0,100,12.32002931,0.82669109
ExRow_346,IC50,Hardarson1997,NVZ,NNVZ,Askja,Askja,0,Dettifoss,Askja,Askja,0,0,0,65.85,-16.41,Lava,whole-rock,2,0,49.88,2.22,13.98,0,13.27,0,0.23,6.57,10.71,2.66,0.27,0.22,0,0,0,100.01,3.04897563,0.835850308
ExRow_349,IC76,Hardarson1997,WVZ,WVZ,Geysir,Geysir,0,Gullfoss,Geysir,Geysir,0,0,0,64.28,-20.25,Lava,whole-rock,2,0,48.85,1.94,14.96,0,12.86,0,0.21,7.46,10.83,2.42,0.26,0.2,0,0,0,99.99,6.926572806,0.959383314
ExRow_350,IC82,Hardarson1997,WVZ,WVZ,Prestahnjukur,Prestahnjukur,0,Ok,Prestahnjukur,Prestahnjukur,0,0,0,64.61,-20.89,Lava,whole-rock,2,0,48.36,1.04,15.81,0,10.06,0,0.17,9.16,12.96,2.31,0.07,0.07,0,0,0,100.01,7.769798951,0.848781137
ExRow_351,IC90,Hardarson1997,WVZ,WVZ,Hengill,Hengill,0,Mosfellsheidi,Hengill,Hengill,0,0,0,64.17,-21.4,Lava,whole-rock,2,0,48.21,1.46,15.45,0,11.18,0,0.19,8.6,12.51,2.2,0.09,0.11,0,0,0,100,7.421550284,0.984488178
ExRow_356,IC119,Hardarson1997,WVZ,WVZ,Hveravellir,Hveravellir,0,On_top_of_IC118,Hveravellir,Hveravellir,0,0,0,64.79,-19.56,Lava,whole-rock,2,0,48.81,2.3,13.6,0,14.67,0,0.25,6.76,10.66,2.57,0.19,0.19,0,0,0,100,4.682002861,0.927004859
ExRow_358,IC133,Hardarson1997,HVZ,HVZ,Hofsjokull,Hofsjokull,0,Jokulkrokur,Hofsjokull,Hofsjokull,0,0,0,64.72,-19.12,Lava,whole-rock,2,0,48.55,1.43,14.96,0,11.55,0,0.2,8.33,12.35,2.37,0.15,0.11,0,0,0,100,6.163997399,0.851354246
ExRow_359,IC134,Hardarson1997,HVZ,HVZ,Hofsjokull,Hofsjokull,0,Jokulkrokur,Hofsjokull,Hofsjokull,0,0,0,64.72,-19.12,Lava,whole-rock,2,0,48.85,1.42,15.28,0,11.18,0,0.2,8.34,12.32,2.16,0.14,0.12,0,0,0,100.01,6.332098263,0.989423413
ExRow_360,IC137,Hardarson1997,HVZ,HVZ,Hofsjokull,Hofsjokull,0,Below_Asbjfell,Hofsjokull,Hofsjokull,0,0,0,65.02,-18.86,Lava,whole-rock,2,0,49.38,2,13.87,0,12.73,0,0.21,6.87,11.35,3.05,0.33,0.2,0,0,0,99.99,2.4975407,0.813875923
ExRow_363,IC145,Hardarson1997,HVZ,HVZ,Hofsjokull,Hofsjokull,0,East_of_Raudafell,Hofsjokull,Hofsjokull,0,0,0,65,-18.75,Lava,whole-rock,2,0,50.03,1.19,15.53,0,10.46,0,0.18,8.52,11.31,2.4,0.23,0.14,0,0,0,99.99,7.203559294,0.944358201
ExRow_365,IC150,Hardarson1997,HVZ,HVZ,Hofsjokull,Hofsjokull,0,By_IC149,Hofsjokull,Hofsjokull,0,0,0,64.74,-18.39,Lava,whole-rock,2,0,49.89,2.64,13.07,0,15.5,0,0.25,5.68,9.73,2.71,0.3,0.24,0,0,0,100.01,2.517183027,0.876568463
ExRow_368,IC204,Hardarson1997,HVZ,HVZ,Tungnafellsjokull,Tungnafellsjokull,Vonarskard,Sprengisandur,Tungnafellsjokull,Tungnafellsjokull,0,0,0,64.85,-18.12,Lava,whole-rock,2,0,49.13,1.1,15.18,0,10.59,0,0.19,8.79,12.69,2.2,0.05,0.08,0,0,0,100,6.110235308,0.907290437
ExRow_371,IC219,Hardarson1997,WVZ,WVZ,Hengill,Hengill,0,Hlidarvatn,Hengill,Hengill,0,0,0,63.97,-21.43,Lava,whole-rock,2,0,48.93,0.58,16.19,0,8.89,0,0.16,9.84,13.37,1.99,0.02,0.04,0,0,0,100.01,8.201027767,0.87284235
ExRow_372,IC220,Hardarson1997,WVZ,WVZ,Hengill,Hengill,0,Hlidarvatn,Hengill,Hengill,0,0,0,63.97,-21.43,Lava,whole-rock,2,0,49.01,0.61,15.96,0,9.1,0,0.17,9.63,13.57,1.91,0.02,0.03,0,0,0,100.01,7.198845398,0.950492801
ExRow_373,IC222,Hardarson1997,WVZ,WVZ,Hengill,Hengill,0,Hjalli,Hengill,Hengill,0,0,0,63.93,-21.3,Lava,whole-rock,2,0,48.08,1.4,15.94,0,10.54,0,0.18,8.73,12.83,2.09,0.08,0.12,0,0,0,99.99,7.769939523,0.925939046
ExRow_407,KK147@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.63,-16.83,Lava,whole-rock,2,0,56.74,1.89,12.02,0,12.38,0,0.21,5.12,9.14,2.02,0.27,0.2,0,0,0,99.99,-0.753354301,0.945831357
ExRow_412,KK16@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.68,-16.68,Lava,whole-rock,2,0,49.6,1.53,14.14,0,11.83,0,0.21,7.73,12.57,2.08,0.17,0.14,0,0,0,100,2.702243566,0.994757099
ExRow_413,KK160@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.69,-16.9,Lava,whole-rock,2,0,50.64,1.86,13.13,0,15.39,0,0.25,5.76,9.98,2.51,0.31,0.17,0,0,0,100,2.263830489,0.847003781
ExRow_429,KK36@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.72,-16.75,Lava,whole-rock,2,0,49.91,1.2,14.62,0,11.17,0,0.2,8.07,12.57,2.05,0.12,0.09,0,0,0,100,3.69166964,0.976435957
ExRow_431,KK4@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.73,-16.94,Lava,whole-rock,2,0,50.64,1.19,14.13,0,11.26,0,0.19,7.72,12.56,2.07,0.13,0.11,0,0,0,100,1.824570979,0.958508371
ExRow_432,KK50@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.54,-16.78,Lava,whole-rock,2,0,48.43,0.78,15.73,0,10.01,0,0.18,9.53,13.61,1.65,0.04,0.05,0,0,0,100.01,7.640299255,0.945516327
ExRow_451,KK81@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.54,-16.78,Lava,whole-rock,2,0,49.7,0.69,15.59,0,9.39,0,0.17,9.01,13.68,1.66,0.05,0.05,0,0,0,99.99,4.871955391,0.834690974
ExRow_454,KK84@7,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.54,-16.78,Lava,whole-rock,2,0,50.06,1.83,13.53,0,14.64,0,0.25,6.53,10.67,2.1,0.22,0.16,0,0,0,99.99,3.497080117,0.838702261
ExRow_479,KK148@6,Nicholson1991,NVZ,NNVZ,Krafla,Krafla,Krafla,0,Krafla,Krafla,0,0,0,65.79,-16.79,Lava,whole-rock,2,0,49.84,1.85,13.94,0,13.92,0,0.23,6.71,10.84,2.2,0.29,0.18,0,0,0,100,3.794092479,0.81794807
ExRow_482,H19,Kokfelt2006,NVZ,NNVZ,Fremrinamar,Fremrinamar,Gaesavatn,Gaesavatn,Fremrinamar,Fremrinamar,0,0,0,66.15,-16.15,Lava,whole-rock,2,0,50.05,1.7,13.96,0,12.61,0,0.21,6.97,11.81,2.28,0.24,0.16,0,0,0,99.99,1.974411826,0.81314821
ExRow_510,408702,Breddam2000Moreira2001Peate2010,HVZ,HVZ,Tungnafellsjokull,Tungnafellsjokull,0,Kambsfell,Tungnafellsjokull,Tungnafellsjokull,0,0,0,64.83,-17.768,Glass,glass,1,0,48.43,0.887,16.52,0,9.986,0,0.17,9.243,11.84,2.07,0.066,0.078,0,0,0,99.683,10.68059596,0.994356752
ExRow_512,408718,Breddam2000Peate2010,NVZ,NNVZ,Krafla,Krafla,Krafla,Gaesafjoll,Krafla,Krafla,0,0,0,65.754,-16.926,Glass,glass,1,0,47.93,2.027,14.92,0,11.641,0,0.189,8.357,11.96,2.05,0.205,0.23,0,0,0,99.9,7.132138419,0.924819546
ExRow_513,408719,Breddam2000Peate2010,NVZ,NNVZ,Krafla,Krafla,Krafla,Gaesafjoll,Krafla,Krafla,0,0,0,65.754,-16.926,Glass,glass,1,0,47.85,2.024,15.08,0,11.502,0,0.185,8.187,12.03,2.04,0.202,0.23,0,0,0,99.724,6.886678139,0.987157559
ExRow_514,408722,Breddam2000Peate2010,NVZ,NNVZ,Krafla,Krafla,Krafla,Gaesafjoll,Krafla,Krafla,0,0,0,65.759,-16.924,Glass,glass,1,0,47.94,2.019,15.05,0,11.552,0,0.186,8.17,11.99,2.01,0.202,0.225,0,0,0,99.82,6.826372403,0.982821229
ExRow_515,408723,Breddam2000Peate2010,NVZ,NNVZ,Krafla,Krafla,Krafla,Gaesafjoll,Krafla,Krafla,0,0,0,65.759,-16.924,Glass,glass,1,0,47.74,2.013,15.04,0,11.553,0,0.186,8.383,11.98,2.02,0.199,0.229,0,0,0,99.79,7.460451734,0.961081562
ExRow_516,408713,Breddam2000Peate2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Dyngjufjoll,Dyngjufjoll-ytri,Bardarbunga-Veidivotn,Bardarbunga-Bardarbunga-Veidivotn,0,0,0,65.166,-16.925,Glass,glass,1,0,50.01,1.376,14.48,0,10.719,0,0.187,7.778,12.85,2.13,0.152,0.13,0,0,0,100.135,1.955140089,0.819386919
ExRow_520,ep-nal594,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.41,0.94,16.24,0,9.17,0,0.15,9.34,13.92,1.72,0.07,0.05,0,0,0,100.01,7.017152453,0.875066295
ExRow_522,Ep-nal596,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.37,0.92,16.29,0,9.02,0,0.16,9.52,13.78,1.78,0.08,0.08,0,0,0,100,7.61199843,0.980004004
ExRow_523,Ep-nal598,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.37,0.92,15.92,0,9.02,0,0.15,9.59,14.07,1.84,0.08,0.04,0,0,0,100,6.69284612,0.96402167
ExRow_524,Ep-nal606,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.28,1.08,15.84,0,9.46,0,0.16,9.24,13.81,1.86,0.09,0.18,0,0,0,100,6.546477261,0.996989753
ExRow_525,Ep-nal607,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.53,1.06,15.87,0,9.35,0,0.18,9.42,13.6,1.85,0.08,0.05,0,0,0,99.99,6.984345325,0.988536184
ExRow_526,Ep-nal609,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,47.89,1.04,16.18,0,9.32,0,0.17,9.71,13.8,1.82,0.06,0.01,0,0,0,100,8.383127921,0.947633269
ExRow_527,Ep-nal610,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.16,1.01,16.17,0,9.44,0,0.17,9.6,13.63,1.74,0.06,0.03,0,0,0,100.01,8.248179899,0.994470846
ExRow_529,Ep-nal594,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.41,0.94,16.24,0,9.17,0,0.15,9.34,13.92,1.72,0.07,0.05,0,0,0,100.01,7.017152453,0.875066295
ExRow_531,Ep-nal596,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.37,0.92,16.29,0,9.02,0,0.16,9.52,13.78,1.78,0.08,0.08,0,0,0,100,7.61199843,0.980004004
ExRow_532,Ep-nal598,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.37,0.92,15.92,0,9.02,0,0.15,9.59,14.07,1.84,0.08,0.04,0,0,0,100,6.69284612,0.96402167
ExRow_533,Ep-nal606,Breddam2002,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,Kistufell,Kistufell,Kistufell,0,0,0,64.8,-18.18,Glass,glass,1,0,48.28,1.08,15.84,0,9.46,0,0.16,9.24,13.81,1.86,0.09,0.18,0,0,0,100,6.546477261,0.996989753
ExRow_551,DICE10,Burnard2005,WVZ,WVZ,Hengill,Hengill,Dagmalafell,Midfell,Maelifell-Midfell,Maelifell-Midfell,0,0,0,64.17694444,-21.05027778,Glass,glass,1,0,48.105,0.811,15.603,0,9.301,0,0.162,9.757,14.63,1.611,0.02,0,0,0,0,100,6.240502133,0.894034429
ExRow_552,DICE15,Burnard2005,WVZ,WVZ,Hengill,Hengill,Kalfstindar,Kalfstindar,Hengill,Hengill,0,0,0,64.23111111,-20.93111111,Glass,glass,1,0,48.981,1.77,14.214,0,11.569,0,0.226,7.606,13.02,2.419,0.196,0,0,0,0,100,1.943667793,0.993219729
ExRow_577,IC40,Hardarson1997,NVZ,SNVZ,Krafla,Krafla,0,By_IC39,Krafla,Krafla,0,0,0,65.28,-17.22,Lava,whole-rock,2,0,49.59,1.57,14.73,0,10.84,0,0.19,8.09,12.14,2.49,0.2,0.16,0,0,0,100,4.242790628,0.934748711
ExRow_588,IC75A,Hardarson1997,WVZ,WVZ,Geysir,Geysir,0,Bjarnarfell,Geysir,Geysir,0,0,0,64.32,-19.1356177,Lava,whole-rock,2,0,48.01,1.43,15.66,0,10.95,0,0.19,8.93,12.39,2.19,0.11,0.14,0,0,0,100,8.664509972,0.869707788
ExRow_597,IC93,Hardarson1997,WVZ,WVZ,Hengill,Hengill,0,Mjoafell,Hengill,Hengill,0,0,0,64.32,-20.97,Lava,whole-rock,2,0,48.54,0.88,16.61,0,8.78,0,0.16,9.76,13.15,2.04,0.03,0.05,0,0,0,100,9.212423555,0.989782604
ExRow_598,IC94,Hardarson1997,WVZ,WVZ,Prestahnjukur,Prestahnjukur,0,Armannsfell,Prestahnjukur,Prestahnjukur,0,0,0,64.32,-21.05,Lava,whole-rock,2,0,47.81,1.45,16.36,0,10.57,0,0.18,8.5,12.2,2.62,0.13,0.16,0,0,0,99.98,8.972503971,0.957076329
ExRow_601,IC107,Hardarson1997,WVZ,WVZ,Prestahnjukur,Prestahnjukur,0,Strutur,Prestahnjukur,Prestahnjukur,0,0,0,64.75,-20.68,Lava,whole-rock,2,0,48.29,1.12,15.61,0,10.65,0,0.19,9.42,12.83,1.77,0.04,0.1,0,0,0,100.02,8.757012437,0.83099637
ExRow_603,IC117,Hardarson1997,WVZ,WVZ,Hveravellir,Hveravellir,0,Kjolur,Hveravellir,Hveravellir,0,0,0,64.79,-19.56,Lava,whole-rock,2,0,48.71,1.76,14.64,0,13.15,0,0.23,7.52,11.21,2.48,0.16,0.14,0,0,0,100,6.40993218,0.989503285
ExRow_604,IC118,Hardarson1997,WVZ,WVZ,Hveravellir,Hveravellir,0,Kjolur,Hveravellir,Hveravellir,0,0,0,64.79,-19.56,Lava,whole-rock,2,0,48.4,1.63,14.85,0,12.66,0,0.2,7.92,11.45,2.6,0.15,0.13,0,0,0,99.99,7.18021062,0.803156411
ExRow_605,IC121,Hardarson1997,WVZ,WVZ,Prestahnjukur,Prestahnjukur,0,Hrefnubudir,Prestahnjukur,Prestahnjukur,0,0,0,64.81,-20.55,Lava,whole-rock,2,0,48.24,1.2,16.01,0,10.46,0,0.18,9.1,12.7,1.98,0.07,0.07,0,0,0,100.01,8.758081442,0.996677348
ExRow_607,IC125,Hardarson1997,WVZ,WVZ,Prestahnjukur,Prestahnjukur,0,Hrefnubudir,Prestahnjukur,Prestahnjukur,0,0,0,64.81,-20.55,Lava,whole-rock,2,0,48.59,0.98,16.13,0,9.82,0,0.17,9.3,12.95,1.95,0.06,0.05,0,0,0,100,8.364388571,0.997518889
ExRow_608,IC127,Hardarson1997,WVZ,WVZ,Hveravellir,Hveravellir,0,Raudafell,Hveravellir,Hveravellir,0,0,0,64.81,-19.77,Lava,whole-rock,2,0,48.08,0.69,17.62,0,9.44,0,0.16,9.8,12.17,1.96,0.04,0.04,0,0,0,100,13.25602929,0.938419498
ExRow_609,IC128,Hardarson1997,WVZ,WVZ,Hveravellir,Hveravellir,0,Raudafell,Hveravellir,Hveravellir,0,0,0,64.81,-19.77,Lava,whole-rock,2,0,48,0.73,17.37,0,9.49,0,0.16,9.93,12.13,2.09,0.04,0.05,0,0,0,99.99,13.24888605,0.97680546
ExRow_610,IC129,Hardarson1997,WVZ,WVZ,Hveravellir,Hveravellir,0,Frodardalur,Hveravellir,Hveravellir,0,0,0,64.69,-19.77,Lava,whole-rock,2,0,48.46,1.16,16.42,0,9.8,0,0.16,9.28,12.44,2.09,0.12,0.09,0,0,0,100.02,9.496130816,0.995302754
ExRow_611,IC131,Hardarson1997,HVZ,HVZ,Hofsjokull,Hofsjokull,0,Raudafell,Hofsjokull,Hofsjokull,0,0,0,65,-18.75,Lava,whole-rock,2,0,48.04,0.7,17.61,0,9.36,0,0.16,9.76,12.15,2.15,0.04,0.04,0,0,0,100.01,13.12298023,0.977441773
